id,title,note,excerpt,url,tags,created,cover,highlights,favorite
756490581,LukeW | Pinball User Interface,,"Using software can be hard. All those form fields, menu items, interactive widgets and more... continually changing. So why make it harder for people by strewin...",https://www.lukew.com/ff/entry.asp?2059?ref=heydesigner,,2024-03-19T12:00:43.706Z,https://static.lukew.com/pinball_ui_paylpal_before.png,,false
756326455,Design Patterns — Smashing Magazine,,"Smashing Magazine — front-end, UX and design for front-end engineers and designers",https://www.smashingmagazine.com/category/design-patterns/,,2024-03-19T04:37:20.928Z,https://smashingmagazine.com/images/smashing-category.png,,false
718845912,Pattern language for UX Design,,An Introductory article,https://medium.com/@uxandyouti/pattern-language-for-ux-design-219cd070ec4b,,2024-01-22T05:04:36.454Z,https://miro.medium.com/v2/da:true/resize:fit:250/0*JHKaD4ucg6JOH-ag.gif,,false
713870186,How Smart Design Patterns can Improve Store Conversions,,This article outlines some tactics and examples of smart design patterns and the impact they have on conversions and experiences.,https://www.shopify.com/za/partners/blog/how-smart-design-patterns-can-improve-store-conversions,,2024-01-14T05:17:13.373Z,https://cdn.shopify.com/s/files/1/0533/2089/files/smart-design.jpg?v=1508864526,,false
709638840,Forms and Tables,,A library of design components build for enterprise SaaS companies.,https://www.formsandtables.com/,,2024-01-06T04:25:25.197Z,https://framerusercontent.com/images/2c57mfN83qyxJCIYrQMZOXvLKw.png,,false
622821544,Categories | GoodUX,,"Explore some really Good UX with our library of screenshots and user experience design examples. User onboarding, product tours, in-app messaging, and more.",https://goodux.appcues.com/categories,,2023-08-08T04:21:30.998Z,https://assets.website-files.com/6230cce907f5a59d1f4b0e6a/62b620232351a21ddeb25eea_goodux-og.png,,false
621297066,UI Design Patterns and How They Are Applied - Designorate,,"UI design patterns are based on the observations of Christopher Alexander. In 1960, he observed that many things happen in our lives according to recurring patterns. This observation was later implemented in different design fields in order to solve problems with existing solution patterns. In user experience, the UI design patterns refer to user interface",https://www.designorate.com/ui-design-patterns/,,2023-08-05T20:52:34.017Z,https://www.designorate.com/wp-content/uploads/2016/05/ui-design-patterns.jpg,,false
606005458,Design patterns,,It has long been common practice in software design to use libraries of recurring solutions to solve common problems in software design. Such solutions are also called design patterns.,https://ui-patterns.com/patterns,,2023-07-14T08:57:02.955Z,https://rdl.ink/render/https%3A%2F%2Fui-patterns.com%2Fpatterns,,false
601314595,Tests | GoodUI,,,https://goodui.org/tests/,,2023-07-06T00:35:03.743Z,https://goodui.org/site/assets/files/1050/og-default.jpg,,false
594294261,Refero - design references for your next project,,The biggest collection of design references from great web applications,https://refero.design/,,2023-06-19T17:15:06.696Z,https://refero.design/open-graph-2-1200x630.png,,false
537642822,The Ultimate Guide to Design Patterns for Different Generations,,Discover the importance of Design Patterns and how they impact different generations,https://bootcamp.uxdesign.cc/the-ultimate-guide-to-design-patterns-for-different-generations-5161c1ced73e,,2023-03-18T01:11:25.596Z,https://miro.medium.com/v2/resize:fit:1200/0*Et7BSl4viSwX48vM,,false
502252697,LN 000: The Lab Notes,,"The Lab Notes document the progress, experiments, and insights in my research on the future of personal computing.",https://alexanderobenauer.com/labnotes/000/,,2023-01-16T12:35:46.546Z,https://rdl.ink/render/https%3A%2F%2Falexanderobenauer.com%2Flabnotes%2F000%2F,,false
502191319,Patterns | GoodUI,,,https://goodui.org/patterns/,,2023-01-16T11:50:32.685Z,https://goodui.org/site/assets/files/1050/og-default.jpg,,false
502058520,Design Patterns,,"Build designs that are scalable, usable, and communicative.",https://ux-prasad.medium.com/design-patterns-fbb2446d62ec,,2023-01-16T06:53:57.659Z,https://miro.medium.com/max/730/0*gji9Mo3VcGkowFRU,,false
497218531,Improving User Experience With Real-Time Features — Smashing Magazine,,Real-time technology delivers information to your users as it happens. But how does it help improve your product and align with your customers' expectations?,https://www.smashingmagazine.com/2016/04/improve-user-experience-real-time-features/,,2023-01-06T05:21:36.849Z,https://www.smashingmagazine.com/2016/04/improve-user-experience-real-time-features/,,false
492650719,Design-Pattern Guidelines: Study Guide,,Unsure how to design and implement user-interface patterns? Use this collection of links to our content about specific patterns.,https://www.nngroup.com/articles/design-pattern-guidelines/,,2022-12-28T08:23:03.337Z,https://media.nngroup.com/media/articles/opengraph_images/DesignPatternsStudyGuide_Social-Media-Posts_2021-62.png,,false
483523060,uiwtf | An experimental laboratory for UI Patterns,,,https://uiw.tf/,,2022-12-10T01:30:17.297Z,https://uiw.tf/og.png,,false
467198876,Disruptive design patterns — an uncharted territory,,From Apple’s Dynamic Island to TikTok’s vertical video swipe: Are new design patterns going viral faster than ever?,https://uxdesign.cc/disruptive-design-patterns-an-uncharted-territory-c1a857f2ff93,,2022-11-03T01:33:41.058Z,https://miro.medium.com/max/1200/0*DqZGJjkCmJ9H9c8M,,false
447860806,Patterns by Maggie Appleton,,,https://maggieappleton.com/patterns,,2022-09-19T03:44:25.609Z,https://maggieappleton.com/og.png,,false
429669356,UI-Patterns.com,,User Interface Design Pattern Library. UI patterns for web designers. See screenshot examples and learn how to do great design like the pros.,https://ui-patterns.com/,,2022-08-10T12:47:21.795Z,https://ui-patterns.com/uploads/image/file/271/preview_873.jpg,,false
